Sample_ID,Sequence,GC_Content,AT_Content,Sequence_Length,Num_A,Num_T,Num_C,Num_G,kmer_3_freq,Mutation_Flag,Disease_Risk,Class_Label_Bacteria,Class_Label_Human,Class_Label_Plant,Class_Label_Virus
0.0,0.4974991663887962,0.5,0.5,0.0,0.3793103448275862,0.5757575757575758,0.28125,0.6333333333333332,0.9844444444444445,0.0,0,1.0,0.0,0.0,0.0
0.37045681893964655,0.968322774258086,0.34375,0.65625,0.0,0.5517241379310345,0.5757575757575758,0.375,0.3666666666666666,0.42888888888888893,1.0,2,0.0,0.0,0.0,1.0
0.7409136378792931,0.600866955651884,0.53125,0.46875,0.0,0.5172413793103449,0.4242424242424243,0.625,0.29999999999999993,0.2966666666666667,1.0,1,1.0,0.0,0.0,0.0
0.7782594198066022,0.11137045681893964,0.65625,0.34375,0.0,0.5862068965517241,0.24242424242424243,0.40625,0.6666666666666666,0.33777777777777784,0.0,2,0.0,1.0,0.0,0.0
0.8152717572524174,0.9516505501833944,0.375,0.625,0.0,0.4482758620689655,0.6363636363636365,0.46875,0.29999999999999993,0.7977777777777777,0.0,0,0.0,1.0,0.0,0.0
0.8522840946982327,0.5961987329109703,0.34375,0.65625,0.0,0.6206896551724138,0.5151515151515151,0.5,0.23333333333333328,0.43888888888888894,1.0,1,0.0,0.0,1.0,0.0
0.889296432144048,0.108702900966989,0.875,0.125,0.0,0.03448275862068967,0.5151515151515151,0.78125,0.5,0.5222222222222221,1.0,0,1.0,0.0,0.0,0.0
0.9263087695898632,0.09303101033677892,0.375,0.625,0.0,0.5172413793103449,0.5757575757575758,0.40625,0.3666666666666666,0.35555555555555557,0.0,1,0.0,0.0,0.0,1.0
0.9633211070356785,0.559186395465155,0.25,0.75,0.0,0.7241379310344828,0.5151515151515151,0.28125,0.3666666666666666,0.9277777777777778,1.0,1,0.0,1.0,0.0,0.0
0.00033344448149383126,0.5805268422807602,0.78125,0.21875,0.0,0.24137931034482762,0.4242424242424243,0.65625,0.5333333333333333,0.5622222222222222,1.0,1,1.0,0.0,0.0,0.0
0.0373457819273091,0.8286095365121706,0.46875,0.53125,0.0,0.24137931034482762,0.7272727272727273,0.375,0.5,0.08666666666666666,0.0,2,0.0,0.0,0.0,1.0
0.07435811937312437,0.3114371457152384,0.3125,0.6875,0.0,0.6551724137931035,0.5151515151515151,0.5,0.19999999999999996,0.2566666666666667,0.0,2,1.0,0.0,0.0,0.0
0.11137045681893964,0.017672557519173057,0.5,0.5,0.0,0.3793103448275862,0.5757575757575758,0.5,0.4,0.031111111111111103,0.0,2,1.0,0.0,0.0,0.0
0.1483827942647549,0.270756918972991,0.46875,0.53125,0.0,0.5517241379310345,0.4545454545454546,0.375,0.5,0.18333333333333335,1.0,2,0.0,0.0,1.0,0.0
0.18539513171057018,0.6255418472824275,0.5,0.5,0.0,0.48275862068965514,0.48484848484848486,0.4375,0.4666666666666667,0.74,0.0,2,0.0,1.0,0.0,0.0
0.22240746915638546,0.9896632210736912,0.5625,0.4375,0.0,0.5172413793103449,0.39393939393939403,0.4375,0.5333333333333333,0.4711111111111112,0.0,0,0.0,0.0,0.0,1.0
0.2594198066022007,0.7772590863621207,0.875,0.125,0.0,0.3793103448275862,0.21212121212121215,0.59375,0.7000000000000001,0.8722222222222222,0.0,2,0.0,0.0,0.0,1.0
0.296432144048016,0.9063021007002333,0.34375,0.65625,0.0,0.5862068965517241,0.5454545454545455,0.46875,0.2666666666666666,0.5955555555555555,0.0,0,1.0,0.0,0.0,0.0
0.33344448149383127,0.6768922974324775,0.625,0.375,0.0,0.48275862068965514,0.36363636363636365,0.21875,0.8333333333333334,0.821111111111111,1.0,1,0.0,0.0,0.0,1.0
0.37079026342114035,0.1813937979326442,0.46875,0.53125,0.0,0.4137931034482759,0.5757575757575758,0.34375,0.5333333333333333,0.4811111111111112,0.0,2,0.0,0.0,0.0,1.0
0.40780260086695563,0.4948316105368456,0.375,0.625,0.0,0.6206896551724138,0.48484848484848486,0.40625,0.3666666666666666,0.8488888888888889,1.0,1,0.0,0.0,1.0,0.0
0.4448149383127709,0.7925975325108369,0.28125,0.71875,0.0,0.6551724137931035,0.5454545454545455,0.46875,0.19999999999999996,0.9477777777777778,1.0,1,1.0,0.0,0.0,0.0
0.4818272757585862,0.16038679559853283,0.75,0.25,0.0,0.3448275862068966,0.36363636363636365,0.71875,0.43333333333333335,0.9355555555555555,1.0,2,0.0,1.0,0.0,0.0
0.5188396132044014,0.432810936978993,0.34375,0.65625,0.0,0.4137931034482759,0.696969696969697,0.375,0.3666666666666666,0.9166666666666667,0.0,1,0.0,0.0,1.0,0.0
0.5558519506502168,0.42614204734911637,0.5625,0.4375,0.0,0.5172413793103449,0.39393939393939403,0.34375,0.6333333333333332,0.2833333333333333,1.0,0,1.0,0.0,0.0,0.0
0.592864288096032,0.5301767255751917,0.5625,0.4375,0.0,0.4482758620689655,0.4545454545454546,0.40625,0.5666666666666667,0.2122222222222222,0.0,0,1.0,0.0,0.0,0.0
0.6298766255418472,0.7432477492497499,0.5625,0.4375,0.0,0.4137931034482759,0.48484848484848486,0.4375,0.5333333333333333,0.3111111111111111,1.0,0,0.0,1.0,0.0,0.0
0.6668889629876625,0.7735911970656885,0.28125,0.71875,0.0,0.5862068965517241,0.6060606060606061,0.34375,0.33333333333333326,0.49000000000000005,0.0,1,0.0,1.0,0.0,0.0
0.7039013004334778,0.33344448149383127,0.375,0.625,0.0,0.7586206896551725,0.36363636363636365,0.40625,0.3666666666666666,0.6355555555555555,0.0,2,0.0,0.0,1.0,0.0
0.7412470823607868,0.10470156718906301,0.65625,0.34375,0.0,0.24137931034482762,0.5454545454545455,0.53125,0.5333333333333333,0.1766666666666667,1.0,0,1.0,0.0,0.0,0.0
0.7452484161387128,0.6318772924308103,0.59375,0.40625,0.0,0.31034482758620696,0.5454545454545455,0.46875,0.5333333333333333,0.5666666666666667,0.0,0,0.0,0.0,1.0,0.0
0.748916305435145,0.8242747582527509,0.40625,0.59375,0.0,0.4482758620689655,0.6060606060606061,0.4375,0.3666666666666666,0.30333333333333334,1.0,0,0.0,1.0,0.0,0.0
0.7525841947315771,0.41013671223741244,0.25,0.75,0.0,0.6551724137931035,0.5757575757575758,0.375,0.2666666666666666,0.25222222222222224,0.0,2,0.0,0.0,1.0,0.0
0.7562520840280093,0.922640880293431,0.25,0.75,0.0,0.5172413793103449,0.696969696969697,0.3125,0.33333333333333326,0.5277777777777777,1.0,0,0.0,0.0,1.0,0.0
0.7599199733244414,0.18506168722907634,0.40625,0.59375,0.0,0.689655172413793,0.39393939393939403,0.21875,0.6,0.9855555555555555,0.0,0,0.0,0.0,0.0,1.0
0.7635878626208735,0.3061020340113371,0.5625,0.4375,0.0,0.24137931034482762,0.6363636363636365,0.46875,0.5,0.7055555555555555,1.0,1,0.0,0.0,0.0,1.0
0.7672557519173058,0.48916305435145047,0.65625,0.34375,0.0,0.5172413793103449,0.3030303030303031,0.625,0.43333333333333335,0.45222222222222225,0.0,1,1.0,0.0,0.0,0.0
0.7709236412137379,0.4534844948316105,0.28125,0.71875,0.0,0.7586206896551725,0.4545454545454546,0.5,0.16666666666666663,0.11444444444444447,0.0,0,0.0,0.0,1.0,0.0
0.77459153051017,0.41780593531177057,0.78125,0.21875,0.0,0.3448275862068966,0.33333333333333337,0.3125,0.9,0.26333333333333336,1.0,0,0.0,1.0,0.0,0.0
0.7785928642880959,0.9549849949983327,0.53125,0.46875,0.0,0.48275862068965514,0.4545454545454546,0.5,0.43333333333333335,0.4855555555555556,0.0,1,0.0,1.0,0.0,0.0
0.7822607535845282,0.6748916305435144,0.875,0.125,0.0,0.13793103448275867,0.4242424242424243,0.71875,0.5666666666666667,0.5722222222222222,0.0,1,0.0,0.0,0.0,1.0
0.7859286428809603,0.4798266088696232,0.375,0.625,0.0,0.5862068965517241,0.5151515151515151,0.375,0.4,0.9300000000000002,1.0,2,0.0,0.0,1.0,0.0
0.7895965321773925,0.6072024008002668,0.25,0.75,0.0,0.48275862068965514,0.7272727272727273,0.4375,0.19999999999999996,0.5744444444444444,0.0,2,0.0,0.0,0.0,1.0
0.7932644214738246,0.4171390463487829,0.5,0.5,0.0,0.3793103448275862,0.5757575757575758,0.59375,0.29999999999999993,0.3255555555555556,0.0,1,0.0,0.0,1.0,0.0
0.7969323107702567,0.940646882294098,0.59375,0.40625,0.0,0.27586206896551724,0.5757575757575758,0.5625,0.43333333333333335,0.6566666666666666,1.0,2,1.0,0.0,0.0,0.0
0.8006002000666889,0.7235745248416138,0.84375,0.15625,0.0,0.27586206896551724,0.33333333333333337,0.65625,0.6,0.3655555555555556,0.0,2,0.0,0.0,1.0,0.0
0.804268089363121,0.017005668556185394,0.34375,0.65625,0.0,0.6551724137931035,0.48484848484848486,0.1875,0.5666666666666667,0.5988888888888889,1.0,2,0.0,1.0,0.0,0.0
0.8079359786595531,0.4414804934978326,0.4375,0.5625,0.0,0.6206896551724138,0.4242424242424243,0.3125,0.5333333333333333,0.9233333333333333,1.0,1,0.0,0.0,0.0,1.0
0.8116038679559853,0.31243747915971987,0.5,0.5,0.0,0.5862068965517241,0.39393939393939403,0.4375,0.4666666666666667,0.7544444444444445,0.0,1,0.0,1.0,0.0,0.0
0.8156052017339113,0.9139713237745914,0.28125,0.71875,0.0,0.5517241379310345,0.6363636363636365,0.21875,0.4666666666666667,0.15444444444444444,0.0,1,1.0,0.0,0.0,0.0
0.8192730910303434,0.4281427142380793,0.53125,0.46875,0.0,0.7241379310344828,0.24242424242424243,0.53125,0.4,0.16666666666666669,0.0,0,0.0,0.0,0.0,1.0
0.8229409803267755,0.6428809603201067,0.375,0.625,0.0,0.6551724137931035,0.4545454545454546,0.375,0.4,0.4022222222222223,1.0,2,0.0,1.0,0.0,0.0
0.8266088696232077,0.45715238412804265,0.59375,0.40625,0.0,0.3448275862068966,0.5151515151515151,0.5,0.5,0.20555555555555555,1.0,0,1.0,0.0,0.0,0.0
0.8302767589196398,0.545515171723908,0.6875,0.3125,0.0,0.48275862068965514,0.3030303030303031,0.46875,0.6333333333333332,0.7555555555555555,1.0,1,0.0,0.0,1.0,0.0
0.833944648216072,0.7242414138046015,0.46875,0.53125,0.0,0.3448275862068966,0.6363636363636365,0.28125,0.6,0.5355555555555555,0.0,1,0.0,0.0,0.0,1.0
0.8376125375125041,0.32910970323441147,0.34375,0.65625,0.0,0.3793103448275862,0.7272727272727273,0.46875,0.2666666666666666,0.05555555555555554,0.0,0,0.0,1.0,0.0,0.0
0.8412804268089362,0.04368122707569189,0.3125,0.6875,0.0,0.7241379310344828,0.4545454545454546,0.21875,0.5,0.11444444444444447,0.0,2,0.0,0.0,1.0,0.0
0.8449483161053684,0.7075691897299099,0.5625,0.4375,0.0,0.31034482758620696,0.5757575757575758,0.3125,0.6666666666666666,0.5044444444444445,1.0,0,0.0,0.0,1.0,0.0
0.8486162054018005,0.14738246082027343,0.75,0.25,0.0,0.27586206896551724,0.4242424242424243,0.71875,0.43333333333333335,0.7911111111111112,0.0,0,1.0,0.0,0.0,0.0
