Sample_ID,Sequence,GC_Content,AT_Content,Sequence_Length,Num_A,Num_T,Num_C,Num_G,kmer_3_freq,Mutation_Flag,Disease_Risk,Class_Label_Bacteria,Class_Label_Human,Class_Label_Plant,Class_Label_Virus
0.0,0.4974991663887962,0.5,0.5,0.0,0.3793103448275862,0.5757575757575758,0.28125,0.6333333333333332,0.9844444444444445,0.0,0,1.0,0.0,0.0,0.0
0.3704568189396465,0.968322774258086,0.34375,0.65625,0.0,0.5517241379310345,0.5757575757575758,0.375,0.3666666666666666,0.4288888888888889,1.0,2,0.0,0.0,0.0,1.0
0.7409136378792931,0.600866955651884,0.53125,0.46875,0.0,0.5172413793103449,0.4242424242424243,0.625,0.2999999999999999,0.2966666666666667,1.0,1,1.0,0.0,0.0,0.0
0.7782594198066022,0.1113704568189396,0.65625,0.34375,0.0,0.5862068965517241,0.2424242424242424,0.40625,0.6666666666666666,0.3377777777777778,0.0,2,0.0,1.0,0.0,0.0
0.8152717572524174,0.9516505501833944,0.375,0.625,0.0,0.4482758620689655,0.6363636363636365,0.46875,0.2999999999999999,0.7977777777777777,0.0,0,0.0,1.0,0.0,0.0
0.8522840946982327,0.5961987329109703,0.34375,0.65625,0.0,0.6206896551724138,0.5151515151515151,0.5,0.2333333333333332,0.4388888888888889,1.0,1,0.0,0.0,1.0,0.0
0.889296432144048,0.108702900966989,0.875,0.125,0.0,0.0344827586206896,0.5151515151515151,0.78125,0.5,0.5222222222222221,1.0,0,1.0,0.0,0.0,0.0
0.9263087695898632,0.0930310103367789,0.375,0.625,0.0,0.5172413793103449,0.5757575757575758,0.40625,0.3666666666666666,0.3555555555555555,0.0,1,0.0,0.0,0.0,1.0
0.9633211070356784,0.559186395465155,0.25,0.75,0.0,0.7241379310344828,0.5151515151515151,0.28125,0.3666666666666666,0.9277777777777778,1.0,1,0.0,1.0,0.0,0.0
0.0003334444814938,0.5805268422807602,0.78125,0.21875,0.0,0.2413793103448276,0.4242424242424243,0.65625,0.5333333333333333,0.5622222222222222,1.0,1,1.0,0.0,0.0,0.0
0.0373457819273091,0.8286095365121706,0.46875,0.53125,0.0,0.2413793103448276,0.7272727272727273,0.375,0.5,0.0866666666666666,0.0,2,0.0,0.0,0.0,1.0
0.0743581193731243,0.3114371457152384,0.3125,0.6875,0.0,0.6551724137931035,0.5151515151515151,0.5,0.1999999999999999,0.2566666666666667,0.0,2,1.0,0.0,0.0,0.0
0.1113704568189396,0.017672557519173,0.5,0.5,0.0,0.3793103448275862,0.5757575757575758,0.5,0.4,0.0311111111111111,0.0,2,1.0,0.0,0.0,0.0
